GEFS,International Workshop on Genetic and Evolutionary Fuzzy Systems
GeoComp,International Conference on GeoComputation
GeoD,SIAM Conference on Geometric Design
GEOM Uncertainty,Workshop on Uncertainty in Geometric Computations
GeomFest,Geometry Festival: An international workshop on Discrete Geometry and Rigidity
GeoShanghai,GeoShanghai International Conferences
GeoViz,GeoVisualization and Information Visualization
GHC,Grace Hopper Celebration of Women in Computing
GI,IEEE Global Internet Symposium
GIIS,IEEE Global Information Infrastructure Symposium
GISPlanet,GIS Planet Conference
GITMA,Global Information Technology Management Association World Conference
GMAI,Geometric Modelling and Imaging, International Conference (IEEE)
GMP,Geometry Modeling and Processing
GO,International Workshop on Global Optimization
GOCP,International Workshop on Group-Oriented Cryptographic Protocols
GPC,International Conference on Grid and Pervasive Computing
GPCE,International Conference on Generative Programming and Component Engineering
GRACO,Brazilian Symposium on Graphs, Algorithms and Combinatorics
Graph-hoc,Workshop on Applications of Graph Theory in Wireless Ad hoc Networks and Sensor Networks
GRAPP,International Conference on Computer Graphics Theory and Application
GrC,IEEE International Conference on Granular Computing
GRID,IEEE/ACM International Conference on Grid Computing
GWC,International Wordnet Conference (Global Wordnet Conference)
HAIS,International Conference on Hybrid Artificial Intelligence Systems
HASE,IEEE International Symposium on High Assurance Systems Engineering
HASKELL,Haskell Workshop
HB,Healthy Buildings
HCI,British Computer Society Conference on Human-Computer Interaction
HCW,Heterogeneity in Computing Workshop
HDKM,Australasian Workshop on Health Data and Knowledge Management
HealthCom,International Workshop on Enterprise Networking and Computing in Health Care Industry
Healthinf,International Conference on Health Informatics
HFESA,Human Factors and Ergonomics Conference (Human Factors and Ergonomics Society of Australia)
HIC,Health Informatics Conference
HICSS,Hawaii International Conference on System Sciences
HiPC,International Conference on High Performance Computing
HIPS,International Workshop on High-Level Parallel Programming Models and Supportive Environments
HIS,International Conference on Hybrid Intelligent Systems
HKIVM,Hong Kong Institute of Value Management Conference
HLDVT,IEEE International High Level Design Validation and Test Workshop
HLPP,International workshop on High-Level Parallel Programming and Applications
HOT CHIPS,Symposium on High Performance Chips
HOTI,IEEE Symposium on High-Performance Interconnects
HotMESH,IEEE WoWMoM Workshop on Hot Topics in Mesh Networking
HOTMOBILE,Workshop on Mobile Computing Systems and Applications
HOTNETS,ACM Workshop on Hot Topics in Networks
HotOS,USENIX Workshop on Hot Topics in Operating Systems
HotP2P,International Workshop on Hot topics in Peer-to-Peer Systems
HotPower,Workshop on Power Aware Computing and Systems
HotSWUp,ACM Workshop on Hot Topics in Software Upgrades
HotWeb,IEEE Workshop on Hot Topics in Web Systems and Technologies
HPC Asia,International Conference and Exhibition on High Performance Computing in the Asia-Pacific Region
HPCA,International Symposium on High Performance Computer Architecture
HPCC,IEEE International Conference on High Performance Computing and Communications
HPCNCS,International Conference on High Performance Computing, Networking and Communication Systems
HPCS-Canada,High Performance Computing Symposium Canada
HPDC,ACM International Symposium on High Performance Distributed Computing
HPGrid,High-Performance Grid Computing Workshop (part of IPDPS Conference)
HPSC,International Conference on High Performance Scientific Computing
HPSR,IEEE Workshop on High Performance Switching and Routing
Humanoids,IEEE-RAS International Conference on Humanoid Robots
HUNABC,Hungarian National Conference on Agent Based Computation
HWWS,SIGGRAPH/EUROGRAPHICS Conference On Graphics Hardware
Hypertext,ACM Conference on Hypertext and Hypermedia
I-SPAN,International Symposium on Parallel Architectures, Algorithms and Networks
I3DG,ACM-SIGRAPH Interactive 3D Graphics
IA,Indoor Air
IAAI,Innovative Applications in AI
IAIF,International Workshop on Image Analysis and Information Fusion
IAIM,Annual Conference of the International Academy for Information Management
IAMOT,International Conference on Management of Technology
IAQVEC,International Conference on Indoor Air Quality, Ventilation and Energy Conservation in Buildings
IARTW,IEEE International Augmented Reality Toolkit Workshop
IAS,International Symposium on Information Assurance and Security
IASDR,International Association of Societies of Design Research
IASTE,International Association for the Study of Traditional Environments (US)
IAT,IEEE/WIC/ACM International Conference on Intelligent Agent Technology
IAWTIC,International Conference on Intelligent Agents, Web Technologies, and Internet Commerce
IBIMA,International Business Information Management
IBPRIA,Iberian Conference on Pattern Recognition and Image Analysis
IBPSA,Symposium on ‘Building Simulation in the Southwest of England’
IC,International Conference on Internet Computing
IC-AI,International Conference on Artificial Intelligence
IC3K,International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management
ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing
ICAART,International Conference on Agents and Artificial Intelligence
ICAC,IEEE International Conference on Autonomic Computing
ICAIL,International Conference on Artificial Intelligence and Law
ICAIS,IEEE International Conference on Adaptive and Intelligent Systems
ICAISC,International Conference on Artificial Intelligence and Soft Computing
ICALP,International Colloquium on Automata Languages and Programming
ICALT,IEEE International Conference on Advanced Learning Technologies
ICANN,International Conference on Artificial Neural Networks
ICANNGA,International Conference on Adaptive and Natural Computing Algorithms
ICAPRDT,International Conference on Advances in Pattern Recognition and Digital Techniques
ICAPS,International Conference on Automated Planning and Scheduling
ICARCV,International Conference on Control, Automation, Robotics and Vision
ICAT,International Conference on Artificial Reality and Telexistence
ICATPN,International Conference on the Application and Theory of Petri Nets
ICC,IEEE International Conference on Communications
ICCAD,IEEE/ACM International Conference on Computer-Aided Design
ICCAM,International Congress on Computational and Applied Mathematics
ICCBR,International Conference on Case-Based Reasoning Research and Development
ICCBSS,IEEE International Conference on COTS-Based Software Systems
ICCC,IEEE International Conference on Computational Cybernetics
ICCCBE,Computing in Civil Engineering and Building International Conference
ICCE,International Conference on Computers in Education
ICCEM,International Conference on Construction Engineering and Management
ICCH,International Congress of Construction History
ICCHP,International Conference on Computers Helping People with Special Needs
ICCI,IEEE International Conference on Cognitive Informatics
ICCIDC,International Conference on Construction in Developing Countries
ICCIMA,International Conference on Computational Intelligence and Multimedia
ICCIT,International Conference on Computer and Information Technology
ICCM,International Congress of Chinese Mathematicians
ICCNMC,International Conference on Networking and Mobile Computing
ICCP,IEEE International Conference on Intelligent Computer Communication and Processing
ICCREM,International Conference on Construction and Real Estate Management
ICCRTS,International Command and Control Research and Technology Symposium
ICCS,International Conference on Conceptual Structures
ICCSA,International Conference on Computational Science and Applications
ICCTA,International Conference on Computer Theory and Applications
ICCV,IEEE International Conference on Computer Vision
ICDCIT,International Conference on Distributed Computing and Internet Technologies
ICDCN,International Conference on Distributed Computing and Networking
ICDCS,International Conference on Distributed Computing Systems
ICDE,International Conference on Data Engineering
ICDM,IEEE International Conference on Data Mining
ICDS,International Conference on Digital Society
ICDSC,ACM/IEEE International Conference on Distributed Smart Cameras
ICDT,International Conference on Database Theory
ICEB,International Conference on e-Business
ICEBE,IEEE International Conference on e-Business Engineering
ICEC,International Conference on Evolutionary Computation
ICECCS,IEEE International Conference on Engineering of Complex Computer Systems
ICEComm,International Conference on Electronic Commerce
ICED,International Conference on Engineering Design (ICED), The Design Society
ICEE,International Conference on Engineering Education
ICEIMT,International Conference on Enterprise Integration and Modelling Technology
ICEIS,International Conference on Enterprise Information Systems
ICEM,1st International Conference on Engineering Management
ICER,International Computing Education Research Workshop
ICES,International Conference on Environmental Systems
ICESS,International Conference on Embedded Software and Systems
ICETE,International Joint Conference on e-Business and Telecommunications
ICFCA,International Conference Formal Concept Analysis Conference
ICFHR,International Conference on Frontiers of Handwriting Recognition
ICFP,International Conference on Functional Programming
ICGA,International Conference on Genetic Algorithms
ICGSE,IEEE International Conference on Global Software Engineering
ICGT,International Conference on Graph Transformations
ICHIT,International Conference on Convergence and Hybrid Information Technology
ICIAP,International Conference on Image Analysis and Processing
ICIAS,International Conference on Intelligent and Advanced Systems
ICICS,International Conference on Information and Communications Security
ICICSE,International Conference on Internet Computing in Science and Engineering
ICICT,International Conference on Information and Communications Technology
ICICTE,International Conference on International and Communication Technologies
ICIER,International Conference on Informatics Education and Research
ICIET,International Conference on Information and Emerging Technologies
ICIG,International Conference on Image and Graphics
ICIIS,IEEE International Conference on Industrial and Information Systems
ICIL,International Conference on Intelligent Systems
ICIMP,International Conference on Internet Monitoring and Protocol
ICIP,IEEE International Conference on Image Processing
ICIS,International Conference on Information Systems
ICISC,International Conference on Information Security and Cryptology
ICISP,International Conference on Image and Signal Processing
ICISS,International Conference on Information Systems Security
ICITA,International Conference on Information Technology and Applications
ICITS,International Conference on Information Theoretic Security
ICIW,International Conference on Internet and Web Applications and Services
ICLP,International Conference on Logic Programming
ICM,International Congress of Mathematicians
ICMB,International Conference on Mobile Business
ICME,IEEE International Conference on Multimedia and Expo
ICMI,International Conference on Multimodal Interfaces
ICMIT,Management of Innovation and Technology International Conference
ICML,International Conference on Machine Learning
ICMLA,International Conference on Machine Learning and Applications
ICMLC,International Conference on Machine Learning and Cybernetics
ICMS,International Conference on Multiagent Systems
ICMSO,International Conference on Modelling, Simulation and Optimisation
ICMT,International Conference on Model Transformation
ICMV,International Conference on Machine Vision
ICNC,International Conference on Natural Computation
ICNN,IEEE International Conference on Neural Networks
ICNP,International Conference on Network Protocols
ICNSC,International Conference on Networking, Sensing and Control
ICO,SIGOPT - International Conference on Optimization
ICOCI,International Conference on Computing and Informatics
ICON,IEEE International Conference on Networks
ICONIP,International Conference on Neural Information Processing
ICOTA,International Conference on Optimization: Techniques And Applications
ICPADS,International Conference on Parallel and Distributed Systems
ICPCA,International Conference on Pervasive Computing and Applications
ICPP,International Conference on Parallel Processing
ICPR,International Conference on Pattern Recognition
ICPS,International Conference on Pervasive Services
ICS,ACM International Conference on Supercomputing
ICSC,International Computer Science Conference
ICSE,International Conference on Software Engineering
ICSEA,International Conference on Software Engineering Advances
ICSFT2008,International Conference on Surface Finishing Technology and Surface Engineering
ICSLP,International Conference on Spoken Language Processing
ICSM,IEEE International Conference on Software Maintenance
ICSMGE,International Conference on Soil Mechanics and Geotechnical Engineering
ICSOC,International Conference on Service Oriented Computing
ICSoft,International Conference on Software and Data Technologies
ICSP,International Conference on Software Process
ICSPC,IEEE International Conference on Signal Processing and Communication
ICSR,International Conference on Software Reuse
ICSRIC,International Conference on Systems Research, Informatics and Cybernetics
ICSSEA,International Conference Software and Systems Engineering and their Applications
ICST,International Conference on Software Testing, Verification and Validation
ICT,IEEE International Conference on Telecommunications
ICTAC,International Colloquium on Theoretical Aspects of Computing
ICTAI,International Conference on Tools with Artificial Intelligence
ICTBM,International Conference on Technology and Business Management
ICTCS,Italian Conference on Theoretical Computer Science
ICTD,International Conference on Information and Communication Technologies Development
ICTL,International Conference on Temporal Logic
ICTTA,International Conference on Telecom Technology and Applications
ICUWB,IEEE Conference on Ultra Wideband Systems and Technologies
ICVS,International Conference on Virtual Storytelling
ICWE,International Conference on Web Engineering
ICWITS,IEEE International Conference on Wireless Information Technology and Systems
ICWS,IEEE International Conference on Web Services
IDA,Intelligent Data Analysis
IDC,International Conference on Digital Content, Multimedia Technology and its Applications
IDEA,Interior Design Educators Association (IDEA) Conference
IDEAL,International Conference on Intelligent Data Engineering and Automated Learning
IDEAS,International Database Engineering and Applications Symposium
IDEAW,Integrated Data Environments Australia Workshop
IDET,International Workshop on Interactive Entertainment
IDV,Intelligence Tools, Data Mining, Visualization
IE,Interactive Entertainment
IEA,International Association of Ergonomics Societies Congress
IEE,Informatics Education Europe
IEEE3DIC,IEEE International Conference on 3D Systems Integration (combines ASET & 3D)
IEEEADPRL,IEEE International Symposium on Adaptive Dynamic Programming and Reinforcement Learning
IEEEAlife,IEEE International Symposium on Artificial Life
IEEECCNC,IEEE Consumer Communications and Networking Conference
IEEECEC,IEEE Congress on Evolutionary Computation
IEEECI-Sched,IEEE Symposium on Computational Intelligence in Scheduling
IEEECIAA,IEEE Workshop on Computational Intelligence in Aerospace Applications
IEEECIB,IEEE Workshop on Computational Intelligence in Biometrics: Theory, Algorithms, and Applications
IEEECIBCB,IEEE Symposium on Computational Intelligence in Bioinformatics and Computational Biology
IEEECICA,IEEE Symposium on Computational Intelligence in Control and Automation
IEEECICS,IEEE Symposium on Computational Intelligence in Cyber Security
IEEECIDM,IEEE Symposium on Computational Intelligence and Data Mining
IEEECIFEr,IEEE Symposium on Computational Intelligence for Financial Engineering
IEEECIIP,IEEE Symposium on Computational intelligence for Image Processing
IEEECIMSVP,IEEE Symposium on Computational intelligence for Multimedia Signal and Vision Processing
IEEECISDA,IEEE Symposium on Computational Intelligence for Security and Defence Applications
IEEECIVE,IEEE Workshop on Computational Intelligence in Virtual Environments
IEEECIVI,IEEE Workshop on Computational Intelligence for Visual Intelligence
IEEECIWS,IEEE Workshop on Computational Intelligence in Vehicles and Vehicular Systems
IEEEDEST,IEEE International Conference on Digital EcoSystems and Technologies Conference
IEEEDS-RT,IEEE International Symposium on Distributed Simulation and Real-time Applications
IEEEDYSPAN,IEEE International Dynamic Spectrum Access Networks Symposium
IEEEESDIS,IEEE Workshop on Evolving and Self-Developing Intelligent Systems
IEEEGLOBECOM,IEEE Global Telecommunications Conference
IEEEHIMA,IEEE Workshop on Hybrid Intelligent Models and Applications
IEEEHPCS,IEEE International Conference on High Performance Computing and Simulation
IEEEIA,IEEE Symposium on Intelligent Agents
IEEEICIA,IEEE International Conference on Information and Automation
IEEEINFOCOM,IEEE Conference on Computer Communications
IEEEInfoVis,IEEE Information Visualization Conference
IEEEIRI,IEEE International Conference on Information Integration and Reuse
IEEEIS,IEEE International Conference on Intelligent Systems
IEEEIV,Intelligent Vehicles Symposium
IEEEMCDM,IEEE Symposium on Computational Intelligence in Multi-Criteria Decision-Making
IEEENCA,IEEE International Symposium on Network Computing and Applications
IEEENLP-KE,Natural Language Processing and Knowledge Engineering
IEEEOC,IEEE Workshop on Organic Computing
IEEERFID,IEEE International Conference on Remote Frequency Identification
IEEERiiSS,IEEE Workshop on Robotic Intelligence in Informationally Structured Space
IEEESIS,IEEE Swarm Intelligence Symposium
IEEEVAST,IEEE Symposium on Visual Analytics Science and Technology
IEEEVIS,IEEE Visualization
IEEEWEAH,IEEE Workshop on Evolvable and Adaptive Hardware
IEEEWOMA,IEEE Workshop on Memetic Algorithms
IFAWC,International Forum on Applied Wearable Computing
IFIPSEC,IFIP International Information Security Conference
IFIPTCS,IFIP International Conference on Theoretical Computer Science
IFIPTM,Joint iTrust and PST Conferences on Privacy, Trust Management and Security
IFM,Integrated Formal Methods
IFS,Interiors Forum Scotland conference
IFSA,IFSA World Congress
IFW,Interiors Forum World, Politecnico di Milano
IGARSS,IEEE International Geoscience and Remote Sensing Symposium
IGLC,International Group for Lean Construction Conference
IH,International Workshop on Information Hiding
IICISA,International ICSC Congress on Intelligent Systems and Applications
IICS,Innovative Internet Computer Systems
IIWAS,Information Integration and Web-based Applications and Services
IJCAI,International Joint Conference on Artificial Intelligence
IJCAR,International Joint Conference on Automated Reasoning
IJCNLP,International Joint Conference on Natural Language Processing
IJCNN,IEEE International Joint Conference on Neural Networks
IJWCC,International Joint Workshop on Computational Creativity
IKE,International Conference on Information and Knowledge Engineering
ILP,Inductive Logic Programming
IM,IFIP/IEEE International Symposium on Integrated Management (odd years sharing with NOMS)
IMC,Internet Measurement Conference
IMETI,International Multi-Conference on Engineering and Technological Innovation
IMMERSCOM,International Conference on Immersive Telecommunications
IMS,International Conference on Advanced Information Management
IMVIP,International Machine Vision and Image Processing Conference
INAP,International Conference on Declarative Programming and Knowledge Management
INC,International Conference on Networked Computing
INDOCRYPT,International Conference on Cryptology in India
INET,Internet Society Conference
INEX,International Workshop of the Initiative for the Evaluation of XML Retrieval
INFH,Workshop on Information Hiding
InfVis,Information Visualisation Theory and Practice
INISTA,International Symposium on Innovations in Intelligent Systems and Applications
INLG,International Natural Language Generation Conference
INMIC,IEEE International Multioptic Conference
INOC,International Network Optimization Conference
Inscrypt,SKLOIS Conference on Information Security and Cryptology
InSITE,Informing Science and Information Technology Education
INTA,International Network for Tropical Architecture conferences
Interact,IFIP TC13 Conference on Human-Computer Interaction
Interaction,Interaction
INTEROP,Interoperating Geographic Information Systems
INTUITION,INTUITION International Conference
IOLTS,IEEE International On-Line Testing Symposium
IPC,International Conference on Intelligent Pervasive Computing
IPCCC,IEEE International Performance Computing and Communications Conference
IPCO,Conference on Integer Programming and Combinatorial Optimization
IPGRC,International Research Week Conference
IPHS,International Planning History Society
IPMU,International Conference on Information Processing and Management of Uncertainty
IPSN,Information Processing in Sensor Networks
IPythC,International Python Conference
IRIS,Information Systems Research Seminar in Scandinavia
IROS,IEEE/RSJ International Conference on Intelligent Robots and Systems
ISA,International Conference on Information Security and Assurance
ISAAC,International Symposium on Algorithms and Computation
ISADS,International Symposium on Autonomous Decentralized Systems
ISAGA,Conference for the International Simulation and Gaming Association
ISAIM,International Symposium on Artificial Intelligence and Maths
ISARC,Automation and Robotics International Symposium
ISAS,International Conference on Information Systems Analysis and Synthesis
ISAVIIA,International Symposium on Audio, Video, Image Processing and Intelligent Applications
ISBE,Institute for Small Business and Entrepreneurship Annual Conference
ISC,International Supercomputing Conference
ISCA,ACM International Symposium on Computer Architecture
ISCC,IEEE Symposium on Computers and Communications
ISCEng,International Conference on Systems Engineering
ISCIS,International Symposium on Computer and Information Sciences
ISCIT,International Symposium on Communications and Information Technologies
ISD,International Conference on Information Systems Development
ISDA,International Conference on Intelligent Systems Designs and Applications
ISDPE,International Symposium on Data, privacy and E-Commerce
ISDSS,Conference of the International Society for Decision Support Systems
ISEAT,Integration of Software Engineering and Agent Technology
ISECON,Information Systems Education Conference
ISESE,International Symposium on Empirical Software Engineering
ISFST,International Symposium on Future Software Technology
ISGC,International Symposium on Grid Computing
ISI,IEEE International Conference on Intelligence and Security Informatics
ISIC,IEEE International Symposium on Intelligent Control
ISICT,International Symposium on Information and Communication Technologies
ISIMP,International Symposium on Intelligent Multimedia, Video and Speech Processing
ISIP,International Symposium on Information Processing
ISIT,IEEE International Symposium on Information Theory
ISITA,International Symposium on Information Theory and Its Applications
ISKE,International Conference on Intelligent Systems and Knowledge Engineering
ISM,IEEE International Symposium on Multimedia
ISMAR,IEEE/ACM International Symposium on Mixed and Augmented Reality
ISMB,Intelligent Systems in Molecular Biology
ISMIS,International Symposium on Foundations of Intelligent Systems
ISMM,International Symposium on Memory Management
ISNN,International Symposium on Neural Networks
ISoLA,International Symposium on Leveraging Applications of Formal Methods, Verification and Validation
ISORC,IEEE International Symposium on Object-Oriented Real-Time Distributed Computing
ISOTAS,International Symposium on Object Technologies for Advanced Software
ISPA,IEEE International Symposium on Parallel and Distributed Processing with Applications
ISPASS,IEEE International Symposium on Performance Analysis of Systems and Software
ISPDC,International Symposium on Parallel and Distributed Computing
ISPEC,Information Security Practice and Experience Conference
ISR,International Symposium on Robotics
ISRM,International Society of Rock Mechanics Series of Symposia and Conferences
ISSA,International Symposium on Static Analysis
ISSAC,International Symposium on Symbolic and Algebraic Computation
ISSDI,International Symposium on Spatial Data Infrastructures
ISSDQ,International Symposium on Spatial Data Quality
ISSNIP,International Conference on Intelligent Sensors, Sensor Networks and Information Processing
ISSR,International Symposium on Robotics Research
ISSRE,International Symposium on Software Reliability Engineering
ISSS,International Symposium on System Synthesis
ISSTA,International Symposium on Software Testing and Analysis
ISTA,International Conference on Information Systems Technology and its Application
ISTAS,International Symposium on Technology and Society
ISVC,International Symposium on Visual Computing
ISVD,International Symposium on Voronoi diagrams in Science and Engineering
ISW,Information Security Workshop
ISWC,International Semantic Web Conference
ITA,International Conference on Internet Technologies and Applications
ITC,IEEE International Test Conference
ITCC,International Conference on Information Technology: Coding and Computing
ITI,International Conference on Information Technology Interfaces
ITiCSE,Annual Conference on Innovation and Technology in Computer Science Education
ITiRA,International Information Technology in Regional Areas Conference
iTrust,International Conference on Trust Management
ITS,International Conference on Intelligent Tutoring Systems
ITW,Information Theory Workshop
IUDC,International Urban Design Conference
IUI,International Conference on Intelligent User Interfaces
IV,International Conference on Information Visualisation
IV-App,Applications of Information Visualization
IVA,Intelligent Virtual Agents
IVBI,Information Visualization in Biomedical Informatics
IVCNZ,Image and Vision Computing Conference
IVE,Information Visualization Evaluation
IW-MMDBMS,Int. Workshop on Multi-Media Data Base Management Systems
IWAAG,The International Workshop on Algorithms and Graphs
IWACO,International Workshop on Aliasing, Confinement and Ownership
IWANN,International Work-Conference on Artificial and Natural Neural Networks
IWC,International Web Conference
IWCASE,International Workshop on Computer-Aided Software Eng
IWCIA,International Workshop on Combinatorial Image Analysis: Theory and Applications
IWCMC,ACM International Wireless Communications and Mobile Computing Conference
IWDOM,International Workshop on Distributed Object Management
IWDW,International Workshop on Digital Watermarking
IWIA,International Workshop on Intelligent Agents
IWICSS,International Workshop on Incorporating COTS Software into Software Systems, Tools and Techniques
IWKDDS,International Workshop on Knowledge Discovery from Data Streams
IWOCA,International Workshop on Combinatorial Algorithm
IWP,International Workshop on Paraphrasing
IWPC,International Workshop on Program Comprehension (now ICPC)
IWPEC,International Workshop on Parameterized and Exact Computation
IWPT,International Workshop on Parsing Technologies
IWQoS,IEEE International Workshop on Quality of Service
IWSEC,International Workshop on Security
IWSM,International Workshop in Software Measurement
IWSP,International Workshop on Security Protocols
IWSPM,International Workshop on Software Product Management
IWSSC,International Workshop on Satellite and Space Communications
IWSTAR,International Workshop on Software Technology for Augmented Reality Systems
IWUVR,International Workshop on Ubiquitous Virtual Reality
JAC,Symposium on Cellular Automata
JADT,International Conference on the Statistical Analysis of Textual Data
JCC/WBD(CDW),Chilean Database Workshop
JCCGG,Japan Conference on Computational Geometry and Graphs
JCDCG,Japan Conference on Discrete and Computational Geometry
JCIS,Joint Conference on Information Sciences
JECGI,Joint European Conference and Exhibition on Geographical Information Systems
JELIA,Logics in Artificial Intelligence, European Conference
JENC,Joint European Networking Conference
JFPLC,International French Speaking Conference on Logic and Constraint Programming
JGA,French Journées de Géométrie Algorithmique
JH,Japanese-Hungarian Symposium on Discrete Mathematics and Its Applications
JHPC,Workshop On Java For High-Performance Computing
JMLC,Joint Modular Languages Conference
JSSPP,Workshop on Job Scheduling Strategies for Parallel Processing
JURIX,International Conference on Legal Knowledge-based Systems
K-CAP,Knowledge capture
KAW,Knowledge Acquisition, Modelling and Management Workshop
KDDMBD,Knowledge Discovery and Data Mining in Biological Databases Meeting
KDEEW,IEEE Knowledge and Data Engineering Exchange Workshop
KDEX,Knowledge and Data Engineering Exchange Workshop
KDViz,Knowledge Domain Visualisation
KEOD,International Conference on Knowledge Engineering and Ontology
KES,International Conference on Knowledge-Based and Intelligent Information and Engineering Systems
KESAMSTA,International KES Symposium on Agents and Multiagent systems - Technologies and Applications
KESIDT,KES International Symposium on Intelligent Decision Technologies
KESIIMSS,International Symposium on Intelligent and Interactive Multimedia: Systems and Services
KI,German Conference on Artificial Intelligence
KIES,International Conference on Knowledge-based Intelligent Electronic Systems
KoalaPLoP,Australasian Conference on Pattern Languages of Programs
Koli Calling,Baltic Sea Conference on Computing Education Research
KR,International Conference on the Principles of Knowledge Representation and Reasoning
KRDB,Knowledge Representation Meets Databases
KSEM,International Conference on Knowledge Science, Engineering and Management
KV,Knowledge Visualization and Visual Thinking
KyotoCGGT,Kyoto International Conference on Computational Geometry and Graph Theory
L&L,Workshop on Logic and Learning
LA-WEB,Latin American Web Congress
LAGOS,Latin-American Algorithms, Graphs and Optimization Symposium
LARC,NASA LaRC Formal Methods Workshop
LATA,International Conference on Language and Automata Theory and Applications
LATIN,International Symposium on Latin American Theoretical Informatics
latincom,IEEE Latin-American Conference on Communications
LCCS,International Workshop on Logic and Complexity in Computer Science
LCN,IEEE Conference on Local Computer Networks
LCTES,ACM SIGPLAN Conference on Languages, Tools, and Compilers for Embedded Systems
LDTA,Language Descriptions, Tools and Applications
LENLS,Logic and Engineering of Natural Language Semantics
LFCS,Logical Foundations of Computer Science
LI,Law via the Internet
LICS,IEEE Symposium on Logic in Computer Science
LOCALALGOS,Workshop on Localized Algorithms and Protocols for Wireless Sensor Networks
LOPSTR,International Symposium on Logic-based Program Synthesis and Transformation
LPAR,Logic Programming and Automated Reasoning
LPNMR,International Conference on Logic Programming and Non-monotonic Reasoning
M2VIP,Mechatronics and Machine Vision in Practice
MAAMAW,European Workshop on Modelling Autonomous Agents in a Multi-Agent World
mAAN,Modern Asian Architecture Network conferences
MABS,International Workshop on MultiAgent Based Simulation
MACIS,MACIS: International Conference of Mathematical Aspects of Computer and Information Sciences
MADYMO,Australian MADYMO Users Meeting
MASCOTS,Symposium Model Analysis and Simulation of Computer and Telecommunications Systems
MASS,IEEE International Conference on Mobile Ad-hoc and Sensor Systems
Massive,Workshop on Massive Data Algorithmics
MATES,German Conference on Multi-Agent system Technologies
MATLAB,Australian MATLAB Conference
MCDA,Australian Workshop on Mobile Computing, Databases and Applications
MCU,Universal Machines and Computations
MDAI,International Conference on Modelling Decisions for Artificial Intelligence
MDDS,Mobility in Databases and Distributed Systems
MDM,International Conference on Mobile Data Management
MDSRIA,International Workshop on Multimedia Data Storage, Retrieval, Integration and Applications
MEDINFO,World Congress on Medical Informatics
MediVis,International Conference on Medical Information  Visualisation
MEGA,Methods Effectives en Geometrie Algebrique
MENSURA,International Conference on Software Process and Product Measurement
MEWS,Mining for Enhanced Web Search
MFCS,International Symposium on Mathematical Foundations of Computer Science
MGC,International Workshop on Middleware for Grid Computing
MICCAI,Medical Image Computing and Computer-Assisted Intervention
Middleware,ACM/IFIP/USENIX International Middleware Conference
MIGHTY,Mid-West Conference on Combinatorics, Cryptography, and Computing
MINDTREK,Entertainment and media in the ubiquitous era (ACM)
MIR,ACM SIGMM International Workshop on Multimedia Information Retrieval
MISE,International Workshop on Modelling in Software Engineering
MLMI,Joint workshop on Multimodal Interaction and Related Machine Learning Algorithms (now ICMI-MLMI)
MMC,Mobile Media
MMCN,ACM/SPIE Multimedia Computing and Networking
MMDB,ACM International Workshop On Multimedia Databases
MMICS,Mathematical Methods in Computer Science
MMM,International Conference on Multimedia Modelling
MMSP,International Workshop on Multimedia Signal Processing
MMVR,Medicine Meets Virtual Reality
MOBICOM,ACM International Conference on Mobile Computing and Networking
MobiDE,Workshop on Data Engineering for Wireless and Mobile Access
MOBIHOC,ACM Symposium of Mobile and Ad Hoc Computing
MobileHCI,International Conference on Human-Computer Interaction with Mobile Devices and Services
MOBILITY,The International Conference on Mobile Technology, Applications and Systems
Mobiquitous,International Conference on Mobile and Ubiquitous Systems: Networks and Services
Mobisys,ACM SIGMOBILE International Conference on Mobile Systems, Applications and Services
MobiWac,ACM International Workshop on. Mobility Management and Wireless Access
MODSIM,International Congress on Modelling and Simulation
MOMM,International Conference on Advances in Mobile Computing and Multimedia
MOPTA,Modelling and Optimization: Theory and Applications
MOVEP,Summer School on Modelling and Verification of Parallel Processes
MOVIX,International Workshop on Modelling and Visualization of XML and Semantic Web Data
MPC,Mathematics of Program Construction
MPCS,International Conference on Massively Parallel Computing Systems
MPOOL,Workshop on Multiparadigm Programming with OO Languages
MPPOI,Massively Parallel Processing Using Optional Interconnections
MSAS,SPIE International Conference on Multimedia Storage and Archiving Systems
MSR,IEEE International Working Conference on Mining Software Repositories
MSST,IEEE Conference on Mass Storage Systems and Technologies
MSV,International Conference on Modeling, Simulation and Visualization Methods
MSWIM,ACM/IEEE International Conference on Modelling, Analysis and Simulation of Wireless and Mobile Systems
MTSUMMIT,Machine Translation Summit
MTNS,International Symposium on the Mathematical Theory of Networks and Systems
MUM,Mobile and Ubiquitous Multimedia (ACM)
MUSE,International Workshop on Metamodelling - Utilization in Software Engineering
MVA,Machine Vision Applications
MVSP,Intelligent Multimedia, Video and Speech Processing Symposium
NAACL,North American Association for Computational Linguistics
NACCQ,National Advisory Committee on Computing Qualifications
NACLP,North American Conference on Logic Programming
NAFIPS,North American Fuzzy Information Processing Society Conference
NAISO,NAISO Congress on Autonomous Intelligent Systems
NATOSE,NATO Conference on software engineering
NCC,National Conference Communications
NCCIS,National Conference on Computer and Information Systems
NDB,National Database Conference (China)
NDSS,Usenix Network and Distributed System Security Symposium
NetCoM,International Conference on Networks and Communications
